Season,State,Annual_Rainfall,Pesticide,Yield,Region,Soil_Type,Crop,Rainfall_mm,Temperature_Celsius at 2 Meters,Specific Humidity at 2 Meters (g/kg),Relative Humidity at 2 Meters (%),Fertilizer_Used,Irrigation_Used,Weather_Condition,Days_to_Harvest,Yield_tons_per_hectare
Summer     ,Karnataka,1178.986364,1178.76,6.214285714,South,Clay,Cotton,681.3985536,23.17137664,18.19,86.1,TRUE,FALSE,Sunny,71,6.146042994
Rabi       ,Karnataka,1178.986364,3289.44,0.808888889,West,Clay,Barley,298.7575007,29.47338702,18.38,85.51,TRUE,TRUE,Cloudy,91,5.258336281
Kharif     ,Karnataka,1178.986364,22236.39,0.879230769,West,Clay,Wheat,174.2866686,30.46118206,18.18,84.23,FALSE,TRUE,Sunny,133,2.569128489
Kharif     ,Karnataka,1178.986364,1184.37,8.606666667,East,Chalky,Rice,254.7887803,34.9401014,18.2,85.42,TRUE,TRUE,Sunny,128,4.307767282
Rabi       ,Karnataka,1178.986364,435.93,7.387647059,West,Loam,Maize,121.2399251,32.45205259,18.7,84.98,FALSE,FALSE,Rainy,88,1.725721348
Summer     ,Karnataka,1178.986364,443.85,8.729333333,West,Silt,Rice,953.6362534,20.46885444,18.24,84.67,TRUE,FALSE,Sunny,146,6.068756478
Kharif     ,Karnataka,1178.986364,10186.44,8.90875,South,Silt,Barley,848.6180745,23.93759075,18.31,83.44,TRUE,TRUE,Rainy,106,7.304833636
Rabi       ,Karnataka,1178.986364,2231.79,12.50666667,East,Chalky,Barley,424.402068,15.21595294,18.4,83.65,FALSE,FALSE,Sunny,66,3.154220229
Summer     ,Karnataka,1178.986364,243.21,14.4325,North,Peaty,Maize,319.3793581,20.21082964,18.22,83.45,FALSE,TRUE,Sunny,138,3.271213585
Kharif     ,Karnataka,1178.986364,210696.09,1.47,East,Silt,Maize,212.8778127,24.19658432,18.37,85.48,FALSE,TRUE,Rainy,65,2.839257315
Rabi       ,Karnataka,1178.986364,11170.5,1.75125,South,Silt,Rice,809.1726655,33.69566842,18.28,84.85,TRUE,FALSE,Sunny,132,5.881965193
Summer     ,Karnataka,1178.986364,2510.64,1.932142857,South,Loam,Soybean,915.0358699,23.78276464,18.35,83.52,FALSE,FALSE,Sunny,131,4.264668924
Rabi       ,Karnataka,1178.986364,1388.97,0.295,South,Sandy,Soybean,773.5464394,36.92094214,18.49,83.4,TRUE,TRUE,Cloudy,115,7.323568827
Kharif     ,Karnataka,1178.986364,368847.6,2.702666667,West,Peaty,Barley,564.6283698,18.48878419,18.41,82.11,FALSE,TRUE,Cloudy,122,3.829138188
Rabi       ,Karnataka,1178.986364,14253.36,2.378181818,East,Chalky,Soybean,481.9058005,33.88436418,18.34,82.79,TRUE,FALSE,Sunny,119,4.327847463
Summer     ,Karnataka,1178.986364,84223.59,2.931428571,West,Loam,Wheat,327.0536583,27.91010765,18.43,85.07,FALSE,FALSE,Sunny,103,2.802404486
Rabi       ,Karnataka,1178.986364,18245.04,0.586875,West,Loam,Rice,933.4501914,37.58449634,18.43,84.12,TRUE,TRUE,Rainy,91,8.13010913
Whole Year ,Karnataka,1178.986364,13.86,0.225,East,Chalky,Soybean,981.3067866,20.00725385,18.22,84.54,FALSE,TRUE,Sunny,89,6.376057418
Kharif     ,Karnataka,1178.986364,20024.4,0.453214286,South,Clay,Barley,980.9103552,24.56298138,18.38,84.63,FALSE,TRUE,Sunny,114,6.569189737
Kharif     ,Karnataka,1178.986364,7647.42,0.4965,North,Loam,Soybean,890.0956189,21.43031656,18.37,85.43,FALSE,FALSE,Sunny,119,4.752476877
Kharif     ,Karnataka,1178.986364,63021.09,0.8975,North,Loam,Maize,490.0184841,39.52551916,18.19,83.4,TRUE,FALSE,Sunny,90,4.493073576
Whole Year ,Karnataka,1178.986364,142363.65,89.37346154,East,Sandy,Soybean,423.7528224,36.49215745,18.27,82.11,TRUE,TRUE,Cloudy,136,4.221853639
Kharif     ,Karnataka,1178.986364,62955.42,0.50625,East,Sandy,Wheat,460.831534,18.19671215,18.58,82.79,TRUE,TRUE,Cloudy,148,4.877601725
Rabi       ,Karnataka,1178.986364,56763.63,0.581818182,South,Sandy,Rice,769.7773509,26.480279,18.67,85.07,FALSE,FALSE,Cloudy,106,4.634627533
Summer     ,Karnataka,1178.986364,6099.06,1.035,East,Loam,Maize,821.7450077,19.83350037,18.5,84.12,FALSE,TRUE,Sunny,98,6.220494965
Whole Year ,Karnataka,1178.986364,605.88,14.10642857,East,Peaty,Barley,967.5435797,29.26442471,18.51,84.54,TRUE,TRUE,Cloudy,71,8.434752056
Whole Year ,Karnataka,1178.986364,283.8,10.35222222,South,Clay,Rice,331.6048187,29.99870998,17.72,84.63,TRUE,FALSE,Rainy,142,4.518560153
Whole Year ,Karnataka,1178.986364,37804.14,0.943076923,South,Loam,Cotton,788.4895055,20.57030985,17.54,85.43,FALSE,FALSE,Sunny,115,4.854933902
Whole Year ,Karnataka,1178.986364,8423.25,4.57875,West,Loam,Soybean,691.6248037,33.60875535,17.81,84.36,FALSE,FALSE,Cloudy,65,4.15884165
Kharif     ,Karnataka,1178.986364,27724.62,0.374782609,East,Peaty,Wheat,292.1393982,18.54779821,17.61,83.43,FALSE,FALSE,Sunny,104,1.591350469
Rabi       ,Karnataka,1178.986364,2725.8,0.51125,North,Clay,Barley,366.6758207,17.75933982,17.61,84.39,FALSE,TRUE,Cloudy,70,4.016175412
Rabi       ,Karnataka,1178.986364,74405.76,0.981333333,East,Clay,Maize,980.9240816,21.99865548,17.7,84.24,FALSE,FALSE,Sunny,146,5.892540582
Whole Year ,Kerala,3035.1,34500.9588,0.92,North,Chalky,Maize,330.9235615,33.89646461,18.09,85.33,FALSE,FALSE,Rainy,146,2.526826464
Whole Year ,Kerala,3035.1,19492.902,8.229285714,North,Sandy,Barley,788.4940385,37.18181563,18.3,85.45,TRUE,TRUE,Cloudy,122,8.21746554
Whole Year ,Kerala,3035.1,28160.6754,0.369285714,North,Loam,Wheat,264.5143535,37.63159511,17.8,85.77,FALSE,FALSE,Cloudy,146,2.809235197
Whole Year ,Kerala,3035.1,2808.3,0.03875,West,Clay,Rice,481.7442885,36.27404501,17.94,85.76,TRUE,TRUE,Rainy,145,5.677145341
Whole Year ,Kerala,3035.1,17837.2293,0.381428571,South,Loam,Rice,160.9122299,22.10108996,18.03,84.36,TRUE,TRUE,Cloudy,142,4.597627747
Whole Year ,Kerala,3035.1,270886.0902,6884.550714,South,Sandy,Rice,233.781791,19.49386402,18.01,84.03,TRUE,FALSE,Sunny,99,3.309940932
Whole Year ,Kerala,3035.1,2279.5047,3.563571429,West,Silt,Rice,266.7155441,22.35236544,18.15,86.04,FALSE,FALSE,Sunny,92,1.395896642
Whole Year ,Kerala,3035.1,127.38,11.5,South,Clay,Wheat,998.7289641,29.6640905,18.19,85.98,TRUE,FALSE,Sunny,135,7.259469784
Autumn     ,Kerala,3035.1,22484.4939,2.301538462,West,Chalky,Barley,193.4116255,22.31197263,18.38,86.02,FALSE,FALSE,Rainy,80,1.313857978
Summer     ,Kerala,3035.1,15605.7033,2.7,East,Peaty,Maize,652.0311106,39.51203896,18.18,84.48,FALSE,FALSE,Rainy,86,3.767424532
Winter     ,Kerala,3035.1,30602.517,2.426428571,West,Peaty,Soybean,761.9195352,20.70439731,18.2,85.54,FALSE,FALSE,Sunny,137,4.376722365
Kharif     ,Kerala,3035.1,64.8648,0.25375,South,Sandy,Rice,802.350254,19.75806799,18.7,85.16,TRUE,FALSE,Sunny,149,5.439503135
Whole Year ,Kerala,3035.1,859.4553,38.00357143,South,Sandy,Soybean,221.6277,37.73458155,18.24,84.92,FALSE,TRUE,Rainy,95,2.864181901
Whole Year ,Kerala,3035.1,24584.2872,34.15642857,East,Clay,Maize,787.7327713,25.27651921,18.31,86.09,TRUE,TRUE,Rainy,147,6.940099728
Whole Year ,Kerala,3035.1,14.19,1.6,West,Peaty,Maize,180.1307164,32.08608279,18.4,86.03,TRUE,FALSE,Rainy,101,3.234639192
Whole Year ,Kerala,3035.1,980.2485,2.467142857,East,Silt,Soybean,578.8107166,19.58071125,18.22,86.1,FALSE,FALSE,Rainy,104,2.974076242
Whole Year ,Meghalaya,4083.104545,5097.84,1.228571429,North,Sandy,Maize,297.0378351,16.31632834,18.37,85.51,FALSE,TRUE,Cloudy,80,2.581842496
Kharif     ,Meghalaya,4083.104545,260.04,0.96,West,Clay,Barley,115.0113568,15.39548971,18.28,84.23,TRUE,TRUE,Rainy,138,3.15998186
Kharif     ,Meghalaya,4083.104545,2283.27,10.37,East,Peaty,Maize,577.1357057,39.61783635,18.35,85.42,FALSE,TRUE,Cloudy,76,4.760907354
Whole Year ,Meghalaya,4083.104545,300.63,0.537142857,East,Chalky,Barley,211.096271,31.57042356,18.49,84.98,TRUE,TRUE,Cloudy,62,4.265443866
Whole Year ,Meghalaya,4083.104545,2870.01,1.493333333,South,Clay,Maize,332.5482323,25.92244296,18.41,84.67,TRUE,FALSE,Rainy,131,2.978464659
Kharif     ,Meghalaya,4083.104545,9.9,0.66,West,Clay,Cotton,911.0027309,15.73170415,18.34,83.44,TRUE,TRUE,Cloudy,91,7.778950512
Kharif     ,Meghalaya,4083.104545,2267.43,0.903333333,North,Chalky,Maize,936.5681766,32.39679487,18.43,83.65,FALSE,FALSE,Sunny,143,5.78369231
Whole Year ,Meghalaya,4083.104545,624.69,1.041428571,North,Chalky,Rice,428.1495138,24.16430316,18.43,83.45,FALSE,TRUE,Rainy,128,3.389741715
Kharif     ,Meghalaya,4083.104545,3122.13,7.397142857,West,Loam,Barley,278.8657739,31.81370241,18.22,85.48,FALSE,FALSE,Sunny,126,2.575800686
Rabi       ,Meghalaya,4083.104545,185.13,0.59,West,Peaty,Maize,912.1019031,30.80397917,18.38,84.85,TRUE,FALSE,Rainy,137,6.588797604
Kharif     ,Meghalaya,4083.104545,1283.37,6.87,East,Loam,Soybean,378.7726935,20.20741247,18.37,83.52,TRUE,TRUE,Cloudy,106,3.918548788
Rabi       ,Meghalaya,4083.104545,28.05,0.48,South,Silt,Rice,582.511579,30.44950402,18.19,83.4,TRUE,TRUE,Cloudy,93,6.545110376
Kharif     ,Meghalaya,4083.104545,5709.99,1.58,South,Clay,Barley,523.3779533,37.29620822,18.27,82.11,TRUE,TRUE,Cloudy,69,5.950852962
Rabi       ,Meghalaya,4083.104545,117.48,0.7875,South,Silt,Maize,479.5447928,35.66938338,18.58,82.79,FALSE,FALSE,Rainy,130,3.659304098
Kharif     ,Meghalaya,4083.104545,1361.25,4.54,West,Clay,Barley,560.16456,30.2551923,18.67,85.07,FALSE,FALSE,Rainy,73,3.014362491
Rabi       ,Meghalaya,4083.104545,293.7,0.71,South,Clay,Maize,642.5015931,24.49196997,18.5,84.12,TRUE,FALSE,Sunny,137,4.9434962
Rabi       ,Meghalaya,4083.104545,347.49,1.315714286,East,Loam,Rice,932.4452228,30.06044654,18.51,84.54,FALSE,TRUE,Sunny,142,6.689206939
Whole Year ,Meghalaya,4083.104545,5846.61,7.448571429,West,Clay,Maize,636.5560158,19.80951609,17.72,84.63,FALSE,FALSE,Rainy,75,3.616697581
Rabi       ,Meghalaya,4083.104545,2373.69,0.6,West,Sandy,Cotton,653.4140714,37.84567641,17.54,85.43,FALSE,TRUE,Sunny,118,5.493885292
Autumn     ,Meghalaya,4083.104545,10759.65,1.511428571,South,Loam,Soybean,644.4742677,34.72622314,17.81,84.36,FALSE,TRUE,Sunny,74,5.260883844
Rabi       ,Meghalaya,4083.104545,4235.88,2.07,North,Silt,Cotton,658.4218881,37.82934163,17.61,83.43,TRUE,TRUE,Sunny,102,7.763127873
Winter     ,Meghalaya,4083.104545,20933.22,1.91,North,Chalky,Wheat,657.5525465,32.83496204,17.61,84.39,TRUE,TRUE,Cloudy,127,6.854234016
Kharif     ,Meghalaya,4083.104545,525.36,0.598333333,East,Loam,Barley,199.1060122,29.24208875,17.7,84.24,TRUE,TRUE,Sunny,148,4.935529831
Rabi       ,Meghalaya,4083.104545,755.7,0.938571429,South,Peaty,Rice,825.0432983,27.64204891,18.09,85.33,TRUE,TRUE,Rainy,107,7.787910603
Kharif     ,Meghalaya,4083.104545,362.34,1.082857143,South,Silt,Barley,865.9644867,28.54919244,18.3,85.45,TRUE,TRUE,Cloudy,145,6.889170099
Whole Year ,Meghalaya,4083.104545,24.42,2.444,West,Loam,Barley,438.7684002,36.82013156,17.8,85.77,TRUE,TRUE,Rainy,139,4.986596435
Kharif     ,Meghalaya,4083.104545,1374.12,3.63,West,Chalky,Maize,408.2413276,17.7049482,17.94,85.76,FALSE,TRUE,Sunny,92,3.080983015
Kharif     ,Meghalaya,4083.104545,1386.99,6.122857143,South,Clay,Soybean,914.6754725,16.14646184,18.03,84.36,TRUE,TRUE,Sunny,124,6.369897344
Rabi       ,Meghalaya,4083.104545,211.53,0.7575,West,Clay,Barley,252.2316851,26.18388298,18.01,84.03,TRUE,TRUE,Sunny,143,4.686983631
Whole Year ,Meghalaya,4083.104545,660,5.21,South,Loam,Soybean,119.434456,19.93386403,18.15,86.04,TRUE,TRUE,Sunny,103,4.255257091
Rabi       ,Meghalaya,4083.104545,130.35,1.34,East,Loam,Maize,208.8329081,21.44202734,18.19,85.98,TRUE,TRUE,Sunny,96,4.213706789
Whole Year ,Tamil Nadu,926.5,2147.97,2.054583333,West,Sandy,Rice,329.7186687,23.28103942,18.38,86.02,FALSE,TRUE,Cloudy,117,2.883397714
Whole Year ,Tamil Nadu,926.5,11869.44,0.867037037,South,Clay,Soybean,800.9343921,17.54764746,18.18,84.48,FALSE,TRUE,Cloudy,90,5.145441358
Kharif     ,Tamil Nadu,926.5,10176.21,2.1,West,Clay,Maize,915.6285885,29.40046067,18.2,85.54,FALSE,FALSE,Cloudy,117,5.188262741
Rabi       ,Tamil Nadu,926.5,5222.91,2.827272727,East,Chalky,Soybean,746.1190331,36.12691405,18.7,85.16,FALSE,FALSE,Rainy,68,4.7149904
Whole Year ,Tamil Nadu,926.5,34025.31,43.34580645,West,Peaty,Soybean,384.8146675,17.34707981,18.24,84.92,FALSE,TRUE,Rainy,120,3.693355631
Whole Year ,Tamil Nadu,926.5,1243.11,0.174285714,South,Silt,Soybean,780.7814698,35.88895531,18.31,86.09,TRUE,TRUE,Sunny,71,7.664555785
Whole Year ,Tamil Nadu,926.5,1425.93,0.073636364,West,Loam,Barley,675.8706515,37.21252528,18.4,86.03,FALSE,TRUE,Sunny,95,5.059614742
Whole Year ,Tamil Nadu,926.5,32020.89,0.285172414,West,Loam,Cotton,434.2564604,25.84961168,18.22,86.1,TRUE,TRUE,Cloudy,64,5.004015038
Whole Year ,Tamil Nadu,926.5,2046.66,0.767407407,South,Sandy,Rice,687.1396679,27.67285439,18.37,85.51,TRUE,TRUE,Rainy,114,7.718959128
Whole Year ,Tamil Nadu,926.5,138402,13248.16226,North,Loam,Cotton,804.9149521,35.97951686,18.28,84.23,TRUE,FALSE,Rainy,125,5.682448003
Whole Year ,Tamil Nadu,926.5,3565.32,0.454583333,West,Sandy,Barley,375.5888215,36.27938744,18.35,85.42,FALSE,FALSE,Rainy,142,3.035092993
Kharif     ,Tamil Nadu,926.5,35321.88,3.036923077,West,Sandy,Wheat,529.9135164,29.23009364,18.49,84.98,FALSE,FALSE,Sunny,143,3.117608214
Rabi       ,Tamil Nadu,926.5,9493.77,2.83,East,Loam,Soybean,684.5769385,21.31877733,18.41,84.67,FALSE,FALSE,Rainy,123,3.22309338
Whole Year ,Tamil Nadu,926.5,18625.86,0.532258065,North,Sandy,Wheat,813.3695589,22.93135659,18.34,83.44,TRUE,TRUE,Sunny,149,6.552428584
Whole Year ,Tamil Nadu,926.5,145.86,4.335,East,Silt,Rice,384.9886637,28.37552345,18.43,83.65,FALSE,FALSE,Cloudy,143,2.38702663
Whole Year ,Tamil Nadu,926.5,209.55,11.01444444,South,Chalky,Barley,718.798102,27.92103536,18.43,83.45,FALSE,FALSE,Rainy,144,3.957932464
Whole Year ,Tamil Nadu,926.5,2835.36,0.590625,South,Sandy,Barley,635.4149718,36.36416791,18.22,85.48,FALSE,TRUE,Cloudy,119,5.193664356
Kharif     ,Tamil Nadu,926.5,82196.07,2.228,East,Silt,Wheat,629.3524882,28.10000185,18.38,84.85,TRUE,FALSE,Sunny,92,5.602877783
Rabi       ,Tamil Nadu,926.5,45055.89,3.583793103,West,Loam,Cotton,209.3649898,28.98756564,18.37,83.52,TRUE,FALSE,Sunny,117,3.06854009
Whole Year ,Tamil Nadu,926.5,22759.44,0.5356,North,Sandy,Cotton,462.8179561,28.39685825,18.19,83.4,FALSE,FALSE,Cloudy,90,2.112712644
Kharif     ,Tamil Nadu,926.5,44296.23,1.18173913,East,Loam,Wheat,360.3075999,22.19640379,18.27,82.11,FALSE,TRUE,Sunny,90,3.204111331
Rabi       ,Tamil Nadu,926.5,20943.45,1.6525,East,Sandy,Cotton,110.4804187,21.76238174,18.58,82.79,TRUE,FALSE,Rainy,72,2.197226698
Kharif     ,Tamil Nadu,926.5,0.99,0,South,Chalky,Cotton,418.399711,19.1612298,18.67,85.07,FALSE,TRUE,Sunny,149,3.473126944
Kharif     ,Tamil Nadu,926.5,58174.71,5.832307692,West,Chalky,Barley,351.1435795,38.41129482,18.5,84.12,FALSE,FALSE,Sunny,60,2.21384699
Rabi       ,Tamil Nadu,926.5,34432.86,6.611481481,North,Loam,Cotton,527.2806838,37.24934118,18.51,84.54,FALSE,TRUE,Cloudy,139,4.658548027
Whole Year ,Tamil Nadu,926.5,54142.77,0.600344828,East,Loam,Wheat,571.820659,15.22062119,17.72,84.63,TRUE,TRUE,Rainy,79,5.702681622
Whole Year ,Tamil Nadu,926.5,11521.29,11.16703704,North,Peaty,Rice,441.4391829,38.08233166,17.54,85.43,FALSE,TRUE,Sunny,138,4.605096948
Whole Year ,Tamil Nadu,926.5,1542.09,19.59125,North,Sandy,Rice,624.1385557,27.93917947,17.81,84.36,FALSE,TRUE,Sunny,128,5.497604014
Kharif     ,Tamil Nadu,926.5,22715.55,2.607083333,East,Silt,Rice,279.5902795,27.44152811,17.61,83.43,FALSE,FALSE,Cloudy,117,2.342124727
Rabi       ,Tamil Nadu,926.5,4610.1,2.879090909,North,Peaty,Cotton,287.2954382,31.903019,17.61,84.39,FALSE,TRUE,Rainy,94,3.546682005
Rabi       ,Tamil Nadu,926.5,113.52,0.226666667,South,Sandy,Barley,818.1084028,25.75367449,17.7,84.24,TRUE,FALSE,Sunny,66,6.038581924
Kharif     ,Tamil Nadu,926.5,628244.76,4.226451613,West,Sandy,Barley,333.3487663,37.80519515,18.09,85.33,TRUE,FALSE,Cloudy,146,4.230935745
Whole Year ,Tamil Nadu,926.5,14247.75,0.577931034,West,Peaty,Maize,378.9539894,26.05367818,18.3,85.45,FALSE,FALSE,Cloudy,129,3.122386945
Whole Year ,Tamil Nadu,926.5,9949.5,1.311304348,West,Sandy,Maize,141.4760025,26.97077826,17.8,85.77,FALSE,FALSE,Sunny,99,1.387645915
Whole Year ,Tamil Nadu,926.5,114295.5,113.736,South,Clay,Barley,172.8330195,31.3373963,17.94,85.76,FALSE,FALSE,Rainy,108,1.00784561
Whole Year ,Tamil Nadu,926.5,4491.3,1.779230769,South,Clay,Wheat,201.4971879,26.43047632,18.03,84.36,TRUE,TRUE,Rainy,96,4.335250544
Whole Year ,Tamil Nadu,926.5,128.7,20.57238095,South,Peaty,Maize,715.2458492,28.58715198,18.01,84.03,TRUE,FALSE,Cloudy,95,6.117576307
Whole Year ,Tamil Nadu,926.5,34765.5,37.77344828,West,Peaty,Wheat,484.5252708,19.89142588,18.15,86.04,TRUE,TRUE,Cloudy,76,5.470457898
Whole Year ,Tamil Nadu,926.5,946.44,2.648333333,North,Clay,Cotton,789.8273479,28.94596219,18.19,85.98,TRUE,TRUE,Sunny,71,6.650620958
Whole Year ,Tamil Nadu,926.5,22191.18,5.563793103,South,Chalky,Soybean,527.4253572,33.47505172,18.38,86.02,FALSE,TRUE,Cloudy,80,5.090681805
Whole Year ,Tamil Nadu,926.5,101726.79,0.663333333,East,Peaty,Wheat,211.5855093,29.27897067,18.18,84.48,TRUE,TRUE,Rainy,84,4.909803873
Kharif     ,Andhra Pradesh,968.7,180.11,1.453333333,South,Chalky,Barley,484.8386978,15.42151314,18.2,85.54,FALSE,FALSE,Rainy,128,3.562550901
Kharif     ,Andhra Pradesh,968.7,148800,0.5885,East,Peaty,Cotton,612.7284616,33.87793528,18.7,85.16,TRUE,TRUE,Sunny,139,6.73207197
Kharif     ,Andhra Pradesh,968.7,18600,1.483636364,West,Loam,Wheat,573.1519861,32.46376951,18.24,84.92,FALSE,TRUE,Rainy,104,4.806447466
Rabi       ,Andhra Pradesh,968.7,2170,1.4,East,Clay,Rice,726.4889978,32.02231466,18.31,86.09,FALSE,TRUE,Cloudy,121,5.16871356
Kharif     ,Andhra Pradesh,968.7,37752.42,0.278181818,South,Chalky,Cotton,116.4974167,15.58712609,18.4,86.03,TRUE,FALSE,Rainy,115,1.814088649
Kharif     ,Andhra Pradesh,968.7,64480,0.764,South,Peaty,Maize,645.3976873,38.90045438,18.22,86.1,FALSE,FALSE,Sunny,121,3.336785985
Whole Year ,Andhra Pradesh,968.7,30945.75,14794.63,North,Clay,Soybean,111.0856016,18.79650675,18.37,85.51,FALSE,TRUE,Rainy,120,2.773626304
Kharif     ,Andhra Pradesh,968.7,343.79,0.575,West,Loam,Rice,639.4493296,35.47761982,18.28,84.23,TRUE,FALSE,Cloudy,126,5.717033565
Rabi       ,Andhra Pradesh,968.7,2333.68,0.723333333,East,Clay,Maize,548.7066318,39.23578801,18.35,85.42,TRUE,FALSE,Rainy,73,4.309705508
Kharif     ,Andhra Pradesh,968.7,744620,2.440454545,West,Loam,Cotton,306.2034673,17.48785027,18.49,84.98,FALSE,FALSE,Cloudy,104,1.638858487
Kharif     ,Andhra Pradesh,968.7,1550,0.4,South,Silt,Maize,888.3239055,17.13525336,18.41,84.67,TRUE,FALSE,Sunny,87,5.621752088
Rabi       ,Andhra Pradesh,968.7,5580,1.0425,North,Sandy,Soybean,261.0713401,18.35524132,18.34,83.44,FALSE,FALSE,Cloudy,89,2.079821062
Kharif     ,Andhra Pradesh,968.7,49600,2.63,South,Sandy,Cotton,744.4064216,35.59898476,18.43,83.65,TRUE,TRUE,Cloudy,135,7.790082561
Rabi       ,Andhra Pradesh,968.7,13640,3.632142857,South,Peaty,Soybean,199.5681988,20.04839444,18.43,83.45,FALSE,FALSE,Rainy,142,1.299815398
Kharif     ,Andhra Pradesh,968.7,217.62,6.5525,South,Sandy,Wheat,744.3210203,38.02845711,18.22,85.48,TRUE,FALSE,Sunny,145,6.047743643
Rabi       ,Andhra Pradesh,968.7,0.31,8,East,Sandy,Soybean,259.325758,38.98207069,18.38,84.85,TRUE,FALSE,Rainy,143,3.142070845
Rabi       ,Andhra Pradesh,968.7,211110,1.322,South,Chalky,Cotton,377.9567235,18.92745348,18.37,83.52,FALSE,FALSE,Cloudy,91,1.60656957
Kharif     ,Andhra Pradesh,968.7,328290,1.296,West,Sandy,Wheat,760.5135175,34.77797773,18.19,83.4,TRUE,TRUE,Rainy,67,7.360056403
Rabi       ,Andhra Pradesh,968.7,88660,2.015238095,West,Sandy,Soybean,450.1578793,25.14475851,18.27,82.11,TRUE,TRUE,Sunny,86,5.736543773
Kharif     ,Andhra Pradesh,968.7,1550,0.556666667,North,Peaty,Wheat,481.1581691,39.24722686,18.58,82.79,TRUE,FALSE,Cloudy,124,5.222598111
Rabi       ,Andhra Pradesh,968.7,8370,0.566666667,West,Sandy,Maize,746.8775556,32.90031872,18.67,85.07,TRUE,FALSE,Cloudy,105,5.945100044
Kharif     ,Andhra Pradesh,968.7,31930,1.567272727,South,Loam,Rice,708.0095944,26.34502979,18.5,84.12,FALSE,FALSE,Sunny,122,3.999959157
Rabi       ,Andhra Pradesh,968.7,57040,1.562857143,South,Clay,Soybean,665.0428251,36.25511525,18.51,84.54,TRUE,FALSE,Rainy,112,5.919740058
Kharif     ,Andhra Pradesh,968.7,130.82,0.455,West,Clay,Maize,689.5460007,39.46171362,17.72,84.63,FALSE,TRUE,Sunny,73,5.51062476
Kharif     ,Andhra Pradesh,968.7,175150,4.040952381,North,Chalky,Maize,838.1357033,30.13769852,17.54,85.43,TRUE,FALSE,Cloudy,126,6.075560068
Rabi       ,Andhra Pradesh,968.7,126170,6.119545455,North,Peaty,Barley,415.6074877,30.62001335,17.81,84.36,TRUE,FALSE,Cloudy,62,4.955297568
Kharif     ,Andhra Pradesh,968.7,4650,7.125,West,Clay,Rice,248.2969185,22.96111438,17.61,83.43,FALSE,FALSE,Rainy,127,1.341148601
Kharif     ,Andhra Pradesh,968.7,46810,0.554736842,East,Peaty,Maize,300.1050352,19.84760225,17.61,84.39,TRUE,TRUE,Cloudy,88,5.22648886
Rabi       ,Andhra Pradesh,968.7,39370,0.768666667,East,Silt,Cotton,493.5262122,18.40921616,17.7,84.24,FALSE,TRUE,Rainy,100,4.786301323
Rabi       ,Andhra Pradesh,968.7,2564.63,0.63,East,Sandy,Cotton,856.2549312,18.30744696,18.09,85.33,TRUE,TRUE,Rainy,86,6.67796128
Kharif     ,Andhra Pradesh,968.7,7750,15.35285714,East,Chalky,Cotton,890.2776291,20.87940852,18.3,85.45,TRUE,TRUE,Sunny,89,7.152358766
Rabi       ,Andhra Pradesh,968.7,4340,25.34375,West,Chalky,Wheat,603.5457438,35.16511984,17.8,85.77,TRUE,TRUE,Cloudy,128,5.671999228
Rabi       ,Andhra Pradesh,968.7,2042.9,0.983333333,North,Peaty,Barley,548.8102381,36.93044454,17.94,85.76,TRUE,FALSE,Rainy,91,5.237920813
Kharif     ,Andhra Pradesh,968.7,907.99,0.6075,South,Silt,Maize,535.2715257,18.87000176,18.03,84.36,TRUE,TRUE,Rainy,62,6.261066355
Kharif     ,Andhra Pradesh,968.7,82.77,16.335,South,Sandy,Wheat,863.8103311,25.88222101,18.01,84.03,TRUE,TRUE,Rainy,75,6.3007621
Rabi       ,Andhra Pradesh,968.7,289.54,17.176,West,Sandy,Soybean,109.2840586,17.39958725,18.15,86.04,TRUE,TRUE,Rainy,114,3.275997604
Kharif     ,Andhra Pradesh,968.7,11160,1.207142857,South,Loam,Barley,645.0967783,33.9630517,18.19,85.98,FALSE,FALSE,Cloudy,74,3.651134256
Rabi       ,Andhra Pradesh,968.7,1550,1.2,East,Loam,Barley,570.5780932,24.21657957,18.38,86.02,FALSE,FALSE,Cloudy,118,3.099504396
Rabi       ,Andhra Pradesh,968.7,1091.82,0.4525,North,Peaty,Maize,318.0232621,23.4699512,18.18,84.48,FALSE,FALSE,Cloudy,67,1.542744743
Kharif     ,Andhra Pradesh,968.7,770970,2.969545455,West,Peaty,Cotton,726.3425447,19.88322065,18.2,85.54,TRUE,FALSE,Sunny,137,5.475520094
Rabi       ,Andhra Pradesh,968.7,353710,3.243636364,North,Silt,Wheat,167.9942791,32.00767875,18.7,85.16,FALSE,FALSE,Sunny,117,1.355800437
Rabi       ,Andhra Pradesh,968.7,85.56,1.256666667,West,Chalky,Wheat,482.3527292,21.42574354,18.24,84.92,FALSE,TRUE,Rainy,143,4.562979644
Kharif     ,Andhra Pradesh,968.7,7750,0.2,West,Clay,Soybean,290.7680136,20.77233669,18.31,86.09,TRUE,TRUE,Sunny,116,4.368996648
Rabi       ,Andhra Pradesh,968.7,12710,0.283846154,West,Peaty,Rice,676.710745,21.21969924,18.4,86.03,TRUE,FALSE,Cloudy,81,5.350837553
Kharif     ,Andhra Pradesh,968.7,11160,1.283333333,West,Peaty,Rice,397.1477198,35.54280373,18.22,86.1,TRUE,FALSE,Sunny,74,4.845791869
